task_id,model_version,clarity_score,motion_score,style_score,human_score,complaint_flag
T00010161,Model_B,5.0,4.67,3.99,4.81,0
T00010165,Model_B,5.0,3.9,2.64,3.67,0
T00010168,Model_B,4.77,4.23,4.61,4.59,0
T00010171,Model_B,3.5,4.51,4.87,4.08,0
T00010174,Model_B,4.39,3.84,2.99,3.53,0
T00010175,Model_B,4.55,3.37,4.33,4.19,0
T00010176,Model_B,4.11,4.17,4.59,4.08,0
T00010177,Model_B,3.85,3.88,3.74,3.73,0
T00010181,Model_B,4.12,3.54,4.2,4.06,0
T00010182,Model_B,4.04,5.0,4.24,4.3,0
T00010185,Model_B,5.0,3.96,4.53,4.68,0
T00010187,Model_B,4.45,4.47,4.38,4.52,0
T00010188,Model_B,4.17,4.66,3.71,3.85,0
T00010191,Model_B,4.65,3.95,3.45,4.07,0
T00010195,Model_B,4.9,4.1,3.62,4.42,0
T00010198,Model_B,5.0,4.25,4.69,4.89,0
T00010203,Model_B,4.56,3.91,3.38,4.36,0
T00010205,Model_B,4.49,4.97,3.74,4.54,0
T00010206,Model_B,4.51,3.36,4.88,4.19,0
T00010208,Model_B,3.9,4.66,4.74,4.37,0
T00010212,Model_B,3.91,4.62,5.0,4.68,0
T00010216,Model_B,3.71,4.39,4.56,4.17,0
T00010217,Model_B,4.06,3.92,4.04,3.85,0
T00010218,Model_B,5.0,3.18,3.96,4.18,0
T00010221,Model_B,4.48,4.46,3.97,4.37,0
T00010229,Model_B,3.92,4.56,4.69,4.39,0
T00010230,Model_B,4.19,4.04,4.17,4.25,0
T00010232,Model_B,4.22,4.48,3.67,4.11,0
T00010239,Model_B,5.0,4.33,3.87,4.43,0
T00010240,Model_B,4.17,4.9,3.12,4.32,0
T00010243,Model_B,4.5,4.04,3.43,4.04,0
T00010247,Model_B,4.08,4.15,4.51,4.09,0
T00010262,Model_B,3.63,3.31,4.44,3.62,0
T00010266,Model_B,4.9,4.18,4.28,4.24,0
T00010275,Model_B,5.0,4.76,3.37,4.46,0
T00010276,Model_B,4.75,3.93,3.68,4.24,0
T00010277,Model_B,4.96,3.89,4.05,4.49,0
T00010288,Model_B,3.86,3.52,4.43,3.89,0
T00010293,Model_B,4.89,4.09,4.58,4.66,0
T00010294,Model_B,4.4,5.0,4.32,4.72,0
T00010301,Model_B,4.18,4.97,3.36,4.22,0
T00010307,Model_B,4.31,4.33,4.71,4.48,0
T00010313,Model_B,4.47,4.56,4.01,4.32,0
T00010315,Model_B,4.75,5.0,3.86,4.81,0
T00010316,Model_B,4.14,3.47,4.05,3.64,0
T00010317,Model_B,4.28,3.98,4.32,4.21,0
T00010318,Model_B,4.49,4.72,4.17,4.61,0
T00010321,Model_B,4.22,4.19,3.47,4.12,0
T00010322,Model_B,4.71,4.36,3.98,4.38,0
T00010326,Model_B,3.91,5.0,4.35,4.26,0
T00010327,Model_B,4.21,3.68,3.66,3.95,0
T00010328,Model_B,4.91,4.46,3.66,4.42,0
T00010333,Model_B,5.0,3.46,4.16,3.95,0
T00010335,Model_B,4.1,3.78,5.0,4.07,0
T00010338,Model_B,3.98,4.69,4.66,4.2,0
T00010339,Model_B,4.23,4.05,3.57,4.41,0
T00010341,Model_B,4.34,3.99,4.16,4.33,0
T00010343,Model_B,4.37,3.32,4.28,4.29,0
T00010344,Model_B,4.41,4.38,5.0,4.76,0
T00010353,Model_B,4.51,3.86,3.47,4.29,0
T00010354,Model_B,3.79,4.33,3.82,4.0,0
T00010356,Model_B,4.37,3.74,4.48,4.26,0
T00010357,Model_B,4.14,3.92,3.72,4.09,0
T00010358,Model_B,5.0,4.48,5.0,4.93,1
T00010362,Model_B,3.93,4.12,3.34,3.82,0
T00010367,Model_B,3.99,4.63,4.43,4.3,0
T00010368,Model_B,4.28,4.13,4.85,4.09,0
T00010373,Model_B,4.83,4.0,4.07,4.19,0
T00010376,Model_B,4.53,3.46,4.54,4.2,0
T00010377,Model_B,3.6,4.02,4.58,3.91,0
T00010378,Model_B,3.58,4.36,3.73,3.77,0
T00010382,Model_B,4.11,4.35,4.02,4.18,0
T00010388,Model_B,5.0,3.7,3.88,4.38,0
T00010394,Model_B,4.51,4.12,4.62,4.18,0
T00010396,Model_B,3.76,4.17,3.55,3.97,0
T00010400,Model_B,3.95,4.1,4.41,3.85,0
T00010402,Model_B,4.54,4.37,3.16,4.12,0
T00010403,Model_B,3.93,3.99,3.95,3.92,0
T00010411,Model_B,3.42,4.36,4.28,3.86,0
T00010412,Model_B,4.36,4.0,4.4,4.05,0
T00010413,Model_B,3.98,4.13,3.46,3.94,0
T00010414,Model_B,4.18,5.0,4.03,4.74,0
T00010415,Model_B,4.2,4.13,3.74,3.69,0
T00010417,Model_B,4.96,4.49,3.87,4.26,0
T00010418,Model_B,4.37,3.6,4.34,3.98,0
T00010426,Model_B,4.91,3.64,4.49,4.55,0
T00010429,Model_B,4.87,4.36,4.52,4.61,0
T00010430,Model_B,3.55,3.28,4.73,3.68,0
T00010433,Model_B,4.98,4.41,4.4,4.61,0
T00010438,Model_B,4.05,3.77,3.97,3.68,0
T00010439,Model_B,4.7,4.38,4.29,4.59,0
T00010440,Model_B,4.5,3.52,4.61,4.13,0
T00010441,Model_B,4.49,4.68,3.62,4.14,0
T00010443,Model_B,4.18,4.27,3.84,4.29,0
T00010445,Model_B,3.76,4.48,4.04,4.04,0
T00010446,Model_B,4.07,4.17,4.33,4.34,0
T00010456,Model_B,4.37,3.88,4.06,3.86,0
T00010458,Model_B,3.85,4.06,4.37,4.22,0
T00010459,Model_B,4.66,4.43,4.42,4.36,0
T00010461,Model_B,4.72,3.64,4.37,4.3,0
T00010462,Model_B,4.06,4.01,3.38,3.9,0
T00010463,Model_B,4.44,4.07,3.98,4.64,0
T00010467,Model_B,4.04,3.91,4.2,3.95,0
T00010468,Model_B,4.76,3.54,3.72,4.24,0
T00010469,Model_B,3.87,4.12,4.19,3.8,0
T00010472,Model_B,3.76,3.81,4.47,3.85,0
T00010474,Model_B,3.74,3.69,3.43,3.49,0
T00010476,Model_B,3.94,4.34,4.14,4.12,0
T00010480,Model_B,3.94,4.14,4.03,4.19,0
T00010483,Model_B,3.64,3.48,3.86,3.66,0
T00010485,Model_B,5.0,3.45,4.25,4.14,0
T00010487,Model_B,4.32,4.09,4.36,4.29,0
T00010491,Model_B,3.72,3.65,4.35,3.79,0
T00010492,Model_B,4.82,4.58,3.52,4.25,0
T00010496,Model_B,5.0,4.02,3.23,4.2,0
T00010498,Model_B,4.14,4.48,3.86,4.01,0
T00010499,Model_B,3.88,4.9,3.36,4.31,0
T00010502,Model_B,4.94,5.0,3.62,4.58,0
T00010505,Model_B,3.7,3.7,4.32,3.9,0
T00010509,Model_B,4.02,4.72,4.17,4.18,0
T00010510,Model_B,4.33,4.41,4.79,4.45,0
T00010513,Model_B,4.94,4.05,3.91,4.49,0
T00010514,Model_B,4.3,4.18,3.84,4.26,0
T00010522,Model_B,4.75,4.76,3.02,4.2,0
T00010526,Model_B,4.35,3.55,3.84,4.05,0
T00010528,Model_B,3.61,4.37,3.35,3.96,0
T00010529,Model_B,4.57,3.37,3.27,3.94,0
T00010530,Model_B,4.71,4.71,3.51,4.55,0
T00010531,Model_B,4.13,4.88,4.31,4.48,0
T00010533,Model_B,5.0,3.65,3.85,3.91,0
T00010537,Model_B,4.05,4.73,3.57,4.03,0
T00010540,Model_B,4.71,3.8,4.69,4.33,0
T00010543,Model_B,4.7,4.49,3.94,4.4,0
T00010546,Model_B,4.2,3.36,4.64,3.95,0
T00010549,Model_B,3.94,4.25,3.51,3.78,0
T00010555,Model_B,3.84,4.69,4.19,4.25,0
T00010559,Model_B,4.12,3.68,3.51,3.74,0
T00010561,Model_B,4.11,3.78,3.55,3.6,0
T00010565,Model_B,4.25,4.88,3.45,4.29,0
T00010569,Model_B,4.18,3.99,3.86,4.1,0
T00010573,Model_B,4.96,4.14,3.73,4.4,0
T00010576,Model_B,5.0,4.05,3.47,4.34,0
T00010582,Model_B,4.74,3.74,3.86,4.04,0
T00010590,Model_B,4.15,3.92,4.27,4.04,0
T00010598,Model_B,5.0,3.59,3.64,4.23,0
T00010599,Model_B,4.32,3.88,4.0,4.11,0
T00010601,Model_B,4.17,4.49,4.77,4.61,0
T00010605,Model_B,3.45,3.83,4.43,3.68,0
T00010606,Model_B,4.05,3.71,4.3,4.17,0
T00010607,Model_B,5.0,4.09,3.98,4.62,0
T00010609,Model_B,4.46,4.4,4.31,4.23,0
T00010613,Model_B,4.01,3.7,3.9,3.88,0
T00010615,Model_B,4.16,4.53,4.0,3.98,0
T00010617,Model_B,4.91,4.19,3.89,4.3,0
T00010619,Model_B,4.81,3.99,3.59,3.77,0
T00010620,Model_B,3.96,4.34,4.24,4.14,0
T00010626,Model_B,4.67,4.58,4.34,4.51,0
T00010627,Model_B,3.82,4.32,4.79,4.52,0
T00010631,Model_B,3.71,3.63,3.75,3.51,0
T00010635,Model_B,3.51,4.11,4.31,4.1,0
T00010636,Model_B,4.99,4.26,4.05,4.6,0
T00010638,Model_B,4.97,3.17,4.07,4.06,0
T00010640,Model_B,4.2,4.03,4.32,4.08,0
T00010647,Model_B,4.35,3.9,5.0,4.14,0
T00010655,Model_B,5.0,4.36,4.5,4.53,0
T00010658,Model_B,5.0,4.48,3.47,4.23,0
T00010661,Model_B,4.31,4.95,3.77,4.18,0
T00010663,Model_B,4.17,4.47,4.64,4.47,0
T00010665,Model_B,3.95,3.9,4.12,3.97,0
T00010666,Model_B,4.12,4.35,4.26,4.08,0
T00010669,Model_B,4.11,3.63,4.25,3.99,0
T00010678,Model_B,4.06,4.78,3.4,4.24,0
T00010679,Model_B,4.65,3.36,3.58,3.93,0
T00010680,Model_B,4.58,5.0,4.03,4.51,0
T00010681,Model_B,5.0,4.34,4.36,4.64,0
T00010685,Model_B,4.91,4.09,4.56,4.55,0
T00010686,Model_B,4.83,3.46,4.17,4.15,0
T00010692,Model_B,3.91,3.61,4.14,3.77,0
T00010694,Model_B,5.0,4.37,4.83,4.67,0
T00010695,Model_B,4.4,3.6,4.66,4.34,0
T00010697,Model_B,4.69,4.44,4.68,4.76,0
T00010700,Model_B,4.02,3.85,3.81,3.86,0
T00010703,Model_B,3.92,4.26,4.45,4.04,0
T00010710,Model_B,4.39,4.63,3.21,4.13,0
T00010714,Model_B,4.42,4.09,3.38,3.73,0
T00010717,Model_B,4.08,4.23,3.7,3.93,0
T00010728,Model_B,4.14,3.61,3.77,4.05,0
T00010729,Model_B,4.05,4.7,4.04,3.92,0
T00010734,Model_B,4.72,2.97,3.97,3.75,0
T00010736,Model_B,4.33,3.83,4.2,4.18,0
T00010737,Model_B,4.28,3.86,4.38,4.2,0
T00010738,Model_B,4.01,4.33,4.96,4.27,0
T00010739,Model_B,3.97,3.73,4.11,4.04,0
T00010741,Model_B,4.91,4.2,4.63,4.85,0
T00010749,Model_B,4.31,3.81,4.21,4.22,0
T00010751,Model_B,4.14,4.91,4.96,4.65,0
T00010752,Model_B,4.72,3.92,2.76,4.06,0
T00010754,Model_B,3.82,4.81,4.92,4.68,0
T00010755,Model_B,4.32,3.73,3.38,3.92,0
T00010757,Model_B,3.89,4.03,4.29,3.98,0
T00010760,Model_B,4.7,4.18,3.9,4.36,0
T00010765,Model_B,4.34,4.59,4.85,4.5,0
T00010775,Model_B,4.69,4.16,3.65,3.99,0
T00010780,Model_B,3.9,3.35,4.11,3.69,0
T00010782,Model_B,4.19,4.34,4.24,4.08,0
T00010784,Model_B,4.23,3.98,3.65,4.22,1
T00010785,Model_B,4.52,3.66,4.35,3.94,0
T00010788,Model_B,4.17,4.33,4.42,4.24,0
T00010790,Model_B,5.0,4.83,3.24,4.42,0
T00010791,Model_B,3.96,4.54,4.21,4.13,0
T00010799,Model_B,4.46,3.53,4.62,3.99,0
T00010802,Model_B,3.87,3.58,4.87,3.95,0
T00010803,Model_B,4.1,3.52,3.82,4.05,0
T00010804,Model_B,5.0,4.7,4.82,5.0,0
T00010805,Model_B,4.7,4.47,4.67,4.65,0
T00010808,Model_B,4.77,3.75,3.58,4.28,1
T00010813,Model_B,5.0,3.63,5.0,4.6,0
T00010815,Model_B,4.99,3.53,5.0,4.56,0
T00010816,Model_B,4.23,4.56,4.65,4.39,0
T00010821,Model_B,4.54,3.91,3.31,3.99,0
T00010824,Model_B,4.19,5.0,3.98,4.46,0
T00010839,Model_B,4.09,4.0,4.66,3.99,0
T00010840,Model_B,4.36,3.25,4.25,3.95,0
T00010841,Model_B,3.92,4.4,4.78,4.25,0
T00010845,Model_B,4.98,4.12,3.66,4.4,0
T00010846,Model_B,3.89,3.91,3.96,4.01,0
T00010850,Model_B,5.0,4.1,4.08,4.79,0
T00010852,Model_B,3.74,4.63,4.69,4.37,0
T00010859,Model_B,4.92,4.13,3.96,4.58,0
T00010869,Model_B,4.6,3.98,3.72,4.26,0
T00010872,Model_B,5.0,3.86,4.36,4.55,0
T00010874,Model_B,5.0,4.47,3.94,4.71,0
T00010878,Model_B,4.51,4.01,3.61,4.21,0
T00010879,Model_B,4.09,4.17,4.24,3.92,0
T00010881,Model_B,4.21,3.8,3.01,3.42,0
T00010884,Model_B,4.41,3.99,4.9,4.35,0
T00010885,Model_B,3.94,4.3,4.33,3.99,0
T00010887,Model_B,3.6,3.56,4.21,3.75,0
T00010890,Model_B,4.74,3.64,3.43,4.03,0
T00010897,Model_B,3.96,4.44,4.21,4.11,0
T00010898,Model_B,5.0,3.99,3.96,4.1,0
T00010899,Model_B,3.37,3.93,4.47,3.66,0
T00010901,Model_B,4.26,4.14,4.96,4.58,0
T00010906,Model_B,4.31,4.14,4.84,4.29,0
T00010911,Model_B,4.12,4.64,4.05,4.31,0
T00010912,Model_B,4.38,3.7,4.39,4.15,0
T00010914,Model_B,4.92,4.02,4.57,4.32,0
T00010915,Model_B,3.99,4.45,3.75,4.08,0
T00010916,Model_B,3.69,4.08,5.0,4.54,0
T00010919,Model_B,4.36,4.11,4.21,4.22,0
T00010921,Model_B,3.92,3.89,4.18,3.63,0
T00010923,Model_B,3.92,4.88,4.92,4.52,0
T00010925,Model_B,4.25,5.0,4.24,4.22,0
T00010929,Model_B,4.82,3.79,4.19,4.23,0
T00010930,Model_B,4.06,4.28,4.37,4.15,0
T00010934,Model_B,4.4,3.81,3.96,4.04,0
T00010935,Model_B,4.69,5.0,3.61,4.46,0
T00010942,Model_B,4.6,4.71,3.24,4.16,0
T00010943,Model_B,3.89,4.23,3.71,4.03,0
T00010944,Model_B,3.84,4.3,4.3,4.1,0
T00010947,Model_B,4.61,3.84,4.57,4.45,0
T00010952,Model_B,4.14,5.0,3.77,4.51,0
T00010955,Model_B,4.71,4.22,4.41,4.75,0
T00010956,Model_B,4.48,4.01,3.51,3.79,0
T00010958,Model_B,3.67,4.89,4.26,4.21,0
T00010959,Model_B,4.12,4.31,3.37,3.72,0
T00010965,Model_B,4.85,3.4,3.84,3.86,0
T00010969,Model_B,4.45,4.45,4.21,3.86,0
T00010970,Model_B,4.97,4.47,3.6,4.47,0
T00010976,Model_B,4.01,5.0,4.09,4.56,0
T00010977,Model_B,4.83,3.34,4.56,4.4,0
T00010981,Model_B,3.93,4.5,4.97,4.31,1
T00010982,Model_B,3.59,4.04,4.32,4.12,0
T00010983,Model_B,4.42,4.86,3.81,4.58,0
T00010985,Model_B,3.99,3.79,4.08,4.14,0
T00010986,Model_B,5.0,4.08,4.04,4.52,0
T00010991,Model_B,3.9,4.84,4.09,4.23,0
T00010992,Model_B,4.82,4.34,3.64,4.67,0
T00010993,Model_B,4.2,3.5,3.97,3.93,0
T00010996,Model_B,3.93,3.61,4.99,4.28,0
T00011001,Model_B,2.73,4.9,3.78,3.81,0
T00011006,Model_B,4.55,3.88,4.99,4.35,0
T00011008,Model_B,5.0,3.36,4.09,4.04,0
T00011013,Model_B,4.48,4.09,3.61,4.07,0
T00011016,Model_B,4.48,3.0,4.42,4.05,0
T00011021,Model_B,4.8,3.39,3.17,4.03,0
T00011024,Model_B,4.38,5.0,4.58,4.77,0
T00011027,Model_B,3.56,4.06,3.54,3.74,0
T00011029,Model_B,3.96,4.09,4.12,3.92,0
T00011033,Model_B,4.84,4.31,3.98,4.33,0
T00011038,Model_B,4.38,4.41,4.09,4.56,0
T00011039,Model_B,4.03,4.31,3.35,3.98,0
T00011048,Model_B,4.16,5.0,4.61,4.55,0
T00011049,Model_B,4.55,4.64,4.46,4.87,0
T00011054,Model_B,4.74,4.34,4.09,4.33,0
T00011066,Model_B,4.93,3.85,3.21,4.05,0
T00011067,Model_B,3.81,3.75,4.37,3.75,0
T00011069,Model_B,4.79,3.42,4.29,4.08,0
T00011070,Model_B,4.79,4.64,4.21,4.28,0
T00011073,Model_B,3.9,3.91,4.41,4.14,0
T00011076,Model_B,4.17,4.65,4.39,4.45,0
T00011078,Model_B,4.08,5.0,2.92,4.11,0
T00011080,Model_B,4.19,4.67,3.8,4.4,0
T00011082,Model_B,3.15,3.81,4.32,3.73,0
T00011084,Model_B,4.57,3.22,4.09,4.25,0
T00011089,Model_B,4.99,4.39,3.65,4.53,0
T00011092,Model_B,5.0,4.09,4.7,4.67,1
T00011093,Model_B,4.06,4.15,4.29,4.02,0
T00011096,Model_B,4.18,4.6,3.34,4.17,0
T00011098,Model_B,2.57,4.27,3.47,3.21,0
T00011101,Model_B,3.78,4.52,2.99,3.83,0
T00011102,Model_B,4.95,3.88,4.84,4.57,0
T00011104,Model_B,4.3,4.8,3.69,4.47,0
T00011105,Model_B,4.36,4.19,4.85,4.2,0
T00011109,Model_B,4.55,5.0,4.08,4.69,0
T00011116,Model_B,3.99,3.44,4.01,3.92,0
T00011117,Model_B,4.6,3.94,4.02,4.14,0
T00011118,Model_B,4.63,5.0,3.26,4.35,0
T00011120,Model_B,5.0,4.44,3.15,4.01,0
T00011125,Model_B,4.49,3.79,3.6,4.11,0
T00011130,Model_B,4.34,3.96,4.72,4.1,0
T00011133,Model_B,4.34,5.0,3.85,4.34,0
T00011137,Model_B,4.42,4.26,4.18,4.55,0
T00011142,Model_B,4.39,3.96,3.68,4.11,0
T00011145,Model_B,4.33,4.2,4.27,4.23,0
T00011156,Model_B,3.69,3.92,3.75,3.45,0
T00011160,Model_B,4.42,4.34,5.0,4.51,0
T00011173,Model_B,3.13,5.0,4.64,4.0,0
T00011174,Model_B,4.24,4.12,3.37,3.81,0
T00011175,Model_B,5.0,3.39,4.51,4.43,0
T00011178,Model_B,3.82,4.31,4.05,4.26,0
T00011179,Model_B,4.64,4.11,4.1,4.37,0
T00011180,Model_B,4.13,4.71,4.19,4.11,0
T00011183,Model_B,4.15,4.46,3.97,3.93,0
T00011185,Model_B,3.71,4.57,4.12,4.02,0
T00011190,Model_B,4.62,3.88,4.43,4.19,0
T00011191,Model_B,4.8,4.57,4.65,4.38,0
T00011197,Model_B,4.19,4.42,4.68,4.54,0
T00011205,Model_B,4.09,4.45,4.17,4.1,1
T00011211,Model_B,4.19,4.37,4.65,4.4,0
T00011213,Model_B,4.81,4.24,4.59,4.38,0
T00011221,Model_B,4.82,3.12,3.61,3.74,0
T00011222,Model_B,5.0,3.99,4.56,4.32,0
T00011224,Model_B,4.13,4.85,4.17,4.34,0
T00011226,Model_B,5.0,4.99,3.52,4.61,0
T00011227,Model_B,4.49,3.38,3.27,4.04,0
T00011233,Model_B,3.89,3.78,3.75,3.73,0
T00011235,Model_B,4.92,4.63,5.0,4.97,0
T00011242,Model_B,4.63,4.3,3.92,4.28,0
T00011243,Model_B,3.59,4.29,4.07,4.03,0
T00011244,Model_B,5.0,4.45,4.13,4.74,0
T00011246,Model_B,4.91,4.55,4.98,5.0,0
T00011248,Model_B,4.36,3.95,3.76,3.94,0
T00011261,Model_B,3.97,3.95,3.88,4.17,0
T00011266,Model_B,5.0,4.68,3.74,4.65,0
T00011269,Model_B,4.47,3.97,4.02,4.27,0
T00011275,Model_B,3.33,3.86,3.86,3.52,0
T00011276,Model_B,4.52,3.76,4.49,4.36,0
T00011278,Model_B,3.92,3.77,4.82,4.33,0
T00011281,Model_B,4.15,4.23,3.42,3.93,0
T00011285,Model_B,4.45,4.5,3.57,4.13,0
T00011286,Model_B,4.36,4.02,4.75,4.44,0
T00011295,Model_B,4.25,5.0,4.36,4.71,0
T00011296,Model_B,5.0,4.27,4.94,4.85,0
T00011297,Model_B,4.19,3.91,3.53,3.71,0
T00011300,Model_B,3.92,3.95,5.0,4.24,0
T00011306,Model_B,3.99,4.75,4.19,4.36,0
T00011309,Model_B,4.69,4.11,4.1,4.41,0
T00011313,Model_B,4.92,4.76,4.07,4.31,0
T00011315,Model_B,4.06,3.99,3.73,3.97,0
T00011317,Model_B,4.42,3.54,3.79,4.09,0
T00011319,Model_B,4.42,4.6,4.18,4.24,0
T00011321,Model_B,5.0,4.56,4.46,4.45,0
T00011323,Model_B,4.38,4.26,4.7,4.36,0
T00011327,Model_B,4.66,4.23,3.74,4.43,0
T00011328,Model_B,4.08,3.92,3.9,4.12,0
T00011332,Model_B,4.66,4.66,3.92,4.6,0
T00011335,Model_B,4.0,3.58,4.56,3.8,0
T00011337,Model_B,4.13,3.4,3.31,3.81,0
T00011338,Model_B,5.0,3.99,4.4,4.59,0
T00011340,Model_B,4.64,4.95,3.1,4.51,0
T00011343,Model_B,3.95,4.83,4.09,4.42,0
T00011350,Model_B,4.46,3.93,4.29,4.37,0
T00011354,Model_B,4.14,4.33,4.93,4.3,0
T00011359,Model_B,4.09,3.55,3.65,3.78,0
T00011360,Model_B,3.71,4.77,4.54,4.33,0
T00011361,Model_B,3.39,4.34,4.87,4.43,0
T00011363,Model_B,4.97,3.82,4.93,4.45,0
T00011364,Model_B,3.96,4.5,3.81,3.93,0
T00011366,Model_B,4.41,3.58,3.95,4.2,0
T00011374,Model_B,4.2,4.06,4.55,4.18,0
T00011378,Model_B,3.78,4.85,4.7,4.72,0
T00011381,Model_B,4.41,3.66,3.74,4.03,0
T00011383,Model_B,4.58,4.87,4.47,4.67,0
T00011384,Model_B,4.55,3.72,4.14,4.06,0
T00011385,Model_B,4.43,4.29,4.45,4.4,0
T00011386,Model_B,4.88,3.85,4.21,4.2,0
T00011387,Model_B,3.98,4.68,4.64,4.26,0
T00011398,Model_B,4.15,3.91,3.99,4.07,0
T00011401,Model_B,4.17,4.04,4.18,4.15,0
T00011405,Model_B,4.87,4.03,3.39,4.28,0
T00011410,Model_B,4.7,3.94,4.8,4.33,0
T00011412,Model_B,4.43,4.63,3.62,4.27,0
T00011413,Model_B,5.0,4.2,4.2,4.51,0
T00011414,Model_B,4.1,4.87,3.88,4.44,0
T00011419,Model_B,4.18,3.91,3.53,3.83,0
T00011422,Model_B,4.14,3.72,3.21,3.77,0
T00011427,Model_B,4.7,3.99,3.46,4.16,0
T00011428,Model_B,4.37,3.66,4.76,4.24,0
T00011431,Model_B,5.0,3.83,4.6,4.35,0
T00011432,Model_B,3.8,3.36,4.3,3.85,0
T00011435,Model_B,4.76,3.8,3.71,3.82,0
T00011436,Model_B,4.87,3.4,5.0,4.53,0
T00011439,Model_B,4.33,4.36,3.93,4.23,0
T00011440,Model_B,4.52,4.76,3.85,4.26,0
T00011443,Model_B,4.36,5.0,4.83,4.86,0
T00011450,Model_B,3.66,4.01,4.33,3.8,0
T00011456,Model_B,4.29,3.85,4.08,3.98,0
T00011457,Model_B,4.74,5.0,3.67,4.48,0
T00011458,Model_B,3.95,5.0,4.58,4.49,0
T00011465,Model_B,4.31,3.89,4.75,4.33,0
T00011468,Model_B,4.76,3.89,3.4,3.9,0
T00011472,Model_B,4.11,4.59,4.43,4.24,0
T00011473,Model_B,4.33,4.26,3.09,4.06,0
T00011476,Model_B,5.0,4.45,3.42,4.41,0
T00011479,Model_B,4.63,4.48,3.23,4.29,0
T00011480,Model_B,4.25,4.5,4.75,4.39,0
T00011482,Model_B,4.51,4.49,3.55,4.17,0
T00011483,Model_B,4.89,4.29,4.44,4.49,0
T00011486,Model_B,4.36,4.41,5.0,4.56,1
T00011492,Model_B,3.77,4.34,4.12,3.89,0
T00011498,Model_B,4.68,4.03,3.81,4.2,0
T00011507,Model_B,5.0,4.24,3.44,4.4,0
T00011509,Model_B,4.2,4.8,3.3,4.11,0
T00011515,Model_B,4.87,3.7,4.21,4.09,0
T00011520,Model_B,4.31,4.3,3.62,4.19,0
T00011522,Model_B,4.05,4.65,3.57,4.49,0
T00011523,Model_B,4.19,3.84,4.41,4.02,0
T00011524,Model_B,4.34,4.56,3.96,4.35,0
T00011526,Model_B,4.03,4.68,4.78,4.45,0
T00011527,Model_B,4.39,4.79,4.1,4.49,0
T00011528,Model_B,4.06,4.48,3.96,4.14,0
T00011536,Model_B,3.89,4.25,3.57,3.98,0
T00011538,Model_B,4.43,4.37,4.09,3.88,0
T00011543,Model_B,4.87,4.6,4.17,4.39,0
T00011545,Model_B,4.06,3.24,3.72,3.57,0
T00011558,Model_B,4.32,3.83,4.09,4.07,0
T00011562,Model_B,4.84,4.66,4.14,4.64,0
T00011563,Model_B,4.41,3.66,4.67,3.76,0
T00011565,Model_B,4.63,4.46,4.96,4.67,0
T00011568,Model_B,3.95,4.2,3.84,3.74,0
T00011569,Model_B,4.37,4.87,4.4,4.63,0
T00011571,Model_B,4.5,4.13,5.0,4.5,0
T00011573,Model_B,4.35,3.69,4.08,3.81,0
T00011580,Model_B,4.28,4.12,4.24,4.28,0
T00011585,Model_B,4.91,3.96,2.96,4.23,0
T00011586,Model_B,4.81,4.55,4.35,4.5,0
T00011587,Model_B,4.72,4.89,4.29,4.73,0
T00011588,Model_B,4.86,3.74,3.75,4.19,0
T00011597,Model_B,4.51,4.39,3.71,4.25,0
T00011598,Model_B,4.53,4.26,3.68,4.36,0
T00011600,Model_B,4.39,3.47,3.8,4.03,0
T00011601,Model_B,4.43,4.36,3.58,4.2,0
T00011602,Model_B,4.3,3.65,4.36,4.02,0
T00011604,Model_B,5.0,4.35,4.95,4.72,0
T00011607,Model_B,4.84,3.63,3.88,4.33,0
T00011614,Model_B,4.89,3.75,4.43,4.41,0
T00011615,Model_B,5.0,5.0,4.67,5.0,0
T00011620,Model_B,4.7,4.24,4.38,4.25,0
T00011622,Model_B,4.47,3.57,4.97,4.41,0
T00011624,Model_B,3.44,3.32,4.5,3.7,0
T00011627,Model_B,5.0,4.34,3.87,4.35,0
T00011629,Model_B,4.55,4.67,3.72,4.41,0
T00011631,Model_B,4.59,4.56,4.11,4.22,0
T00011632,Model_B,5.0,3.69,4.67,4.56,0
T00011633,Model_B,5.0,4.12,3.32,4.08,0
T00011637,Model_B,4.19,3.93,3.16,3.82,0
T00011638,Model_B,4.07,5.0,4.0,4.21,1
T00011639,Model_B,4.49,3.96,4.11,4.29,0
T00011640,Model_B,3.29,4.56,4.17,3.95,0
T00011647,Model_B,4.07,3.82,4.97,4.12,0
T00011650,Model_B,5.0,4.63,3.59,4.27,0
T00011651,Model_B,3.69,4.59,4.38,4.43,0
T00011654,Model_B,3.66,3.84,3.72,3.44,0
T00011658,Model_B,4.58,3.63,3.94,4.25,0
T00011659,Model_B,4.64,3.99,5.0,4.58,0
T00011660,Model_B,3.86,3.84,3.56,4.18,0
T00011663,Model_B,4.19,3.99,4.68,4.4,0
T00011666,Model_B,4.58,3.7,3.38,3.84,0
T00011670,Model_B,4.22,5.0,4.36,4.54,0
T00011676,Model_B,4.32,4.14,4.09,4.24,0
T00011679,Model_B,4.19,3.72,4.61,4.46,0
T00011680,Model_B,4.66,3.6,4.68,4.42,0
T00011684,Model_B,4.51,3.94,3.89,4.07,0
T00011685,Model_B,4.13,4.15,3.73,3.89,0
T00011686,Model_B,4.31,3.49,4.46,4.04,0
T00011687,Model_B,4.1,4.83,4.22,3.98,0
T00011688,Model_B,5.0,4.57,4.31,4.69,0
